"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"7814",1958316,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19754956,23,6,22,TRUE,15.3
"7824",1958355,"Raleigh Police Department","Other Vehicle","White","Male",1,2002,19706218,22,6,23,FALSE,23.9
"7827",1958363,"Raleigh Police Department","Safe Movement","White","Male",1,2002,19692424,27,6,23,TRUE,24.4
"7900",1958678,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19703795,23,6,25,TRUE,14.2
"7913",1958717,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2002,19692424,31,6,25,TRUE,12.5
"7915",1958721,"Raleigh Police Department","Seat Belt","Black","Male",1,2002,19692424,22,6,25,TRUE,23.8
"7918",1958729,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19734155,27,6,25,TRUE,16.9
"7919",1958734,"Raleigh Police Department","Vehicle Regulatory","Other","Male",1,2002,19692424,26,6,25,TRUE,8.3
"7923",1958746,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19692424,29,6,25,TRUE,11.3
"7929",1958772,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19706188,35,6,26,TRUE,19.1
"7938",1958787,"Raleigh Police Department","Investigation","Black","Male",1,2002,19757479,34,6,26,TRUE,13.9
"7950",1958810,"Raleigh Police Department","Stop Light/Sign","White","Male",1,2002,19766093,44,6,26,TRUE,3.6
"7960",1958867,"Raleigh Police Department","Investigation","Black","Male",1,2002,19786618,31,6,26,TRUE,23.4
"7965",1958880,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19734155,26,6,26,TRUE,7
"7966",1958882,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19746415,43,6,26,TRUE,4.9
"7994",1958959,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19745114,39,6,27,FALSE,18.4
"8009",1959036,"Raleigh Police Department","Driving Impaired","White","Female",1,2002,19757479,21,6,28,TRUE,12.6
"8012",1959054,"Raleigh Police Department","Stop Light/Sign","White","Male",1,2002,19729003,43,6,28,FALSE,10.8
"8051",1959171,"Raleigh Police Department","Vehicle Regulatory","Other","Male",1,2002,19731439,18,6,29,TRUE,14.4
"8055",1959187,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19729159,53,6,29,FALSE,9.8
"8084",1959273,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19684688,36,6,30,TRUE,24.9
"8096",1959291,"Raleigh Police Department","Investigation","White","Male",1,2002,19684688,52,6,30,TRUE,7.9
"8098",1959297,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,22,6,30,TRUE,8.4
"8119",2076270,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2002,19746415,45,7,1,TRUE,2.9
"8127",2076343,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19722042,51,7,1,TRUE,17.5
"8176",2076551,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19735279,23,7,2,TRUE,0.9
"8276",2076929,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19776330,26,7,4,TRUE,4.6
"8298",2077013,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19746415,35,7,4,TRUE,8.9
"8380",2077317,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19797672,35,7,6,FALSE,2.1
"8415",2077412,"Raleigh Police Department","Seat Belt","Black","Male",1,2002,19766093,41,7,6,TRUE,14.9
"8436",2077486,"Raleigh Police Department","Vehicle Equipment","White","Male",1,2002,19722042,43,7,6,TRUE,15.7
"8463",2077559,"Raleigh Police Department","Seat Belt","Black","Male",1,2002,19746415,23,7,7,TRUE,8.1
"8466",2077578,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19776330,22,7,7,TRUE,20.7
"8468",2077583,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19766282,28,7,7,TRUE,8.5
"8492",2077670,"Raleigh Police Department","Driving Impaired","Other","Male",1,2002,19767184,21,7,8,FALSE,10.6
"8593",2078054,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19670128,19,7,9,TRUE,1.7
"8596",2078062,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2002,19766501,32,7,9,TRUE,20.5
"8641",2078174,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19767184,48,7,10,FALSE,0.6
"8657",2078221,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19687908,36,7,11,FALSE,1.8
"8675",2078292,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19721506,24,7,12,TRUE,18.9
"8727",2078432,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19730396,20,7,13,TRUE,16.6
"8738",2078478,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19615139,21,7,14,FALSE,2.8
"8742",2078492,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19614413,43,7,14,FALSE,4.7
"8833",2078835,"Raleigh Police Department","Vehicle Regulatory","Black","Female",1,2002,19703591,27,7,16,FALSE,19.9
"8836",2078846,"Raleigh Police Department","Vehicle Equipment","White","Female",1,2002,19776330,31,7,16,TRUE,18.5
"8842",2078853,"Raleigh Police Department","Other Vehicle","White","Male",1,2002,19745877,32,7,16,FALSE,6.9
"8879",2078975,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19684688,21,7,16,TRUE,3.8
"8906",2079065,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19721506,21,7,17,TRUE,9.5
"8945",2079154,"Raleigh Police Department","Investigation","White","Male",1,2002,19780513,22,7,17,TRUE,3.4
"8946",2079155,"Raleigh Police Department","Investigation","Black","Male",1,2002,19745877,53,7,17,FALSE,18.4
"8983",2079306,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19728105,24,7,18,FALSE,11.6
"8985",2079313,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19684688,38,7,18,TRUE,21
"9007",2079355,"Raleigh Police Department","Driving Impaired","Black","Male",1,2002,19660950,33,7,19,FALSE,5.2
"9011",2079362,"Raleigh Police Department","Driving Impaired","White","Female",1,2002,19728105,24,7,19,FALSE,22.2
"9025",2079440,"Raleigh Police Department","Vehicle Regulatory","Black","Female",1,2002,19706218,27,7,19,FALSE,10.3
"9029",2079448,"Raleigh Police Department","Seat Belt","Black","Male",1,2002,19735279,28,7,19,TRUE,17.1
"9030",2079450,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19706367,21,7,20,FALSE,10.8
"9031",2079451,"Raleigh Police Department","Safe Movement","White","Male",1,2002,19692424,44,7,20,TRUE,19.5
"9140",2079817,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19757479,53,7,22,TRUE,23.4
"9161",2079908,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,29,7,23,TRUE,16.4
"9183",2080055,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19757479,23,7,24,TRUE,5.1
"9225",2080197,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19703795,20,7,24,TRUE,13.5
"9286",2080398,"Raleigh Police Department","Investigation","White","Male",1,2002,19722042,47,7,26,TRUE,20.6
"9327",2080605,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19745877,25,7,27,FALSE,4.5
"9333",2080617,"Raleigh Police Department","Investigation","Black","Male",1,2002,19745877,25,7,27,FALSE,1.9
"9336",2080623,"Raleigh Police Department","Vehicle Equipment","Black","Female",1,2002,19752431,42,7,28,TRUE,6.9
"9392",2080786,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19735279,46,7,29,TRUE,0.7
"9514",2194182,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19754956,21,8,2,TRUE,6.3
"9549",2194298,"Raleigh Police Department","Stop Light/Sign","White","Male",1,2002,19757479,26,8,3,TRUE,23.1
"9583",2194413,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19670128,53,8,4,TRUE,0.1
"9587",2194421,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19767184,32,8,4,FALSE,11.1
"9607",2194485,"Raleigh Police Department","Seat Belt","White","Male",1,2002,19766093,20,8,4,TRUE,12.7
"9650",2194682,"Raleigh Police Department","Investigation","Black","Male",1,2002,19754956,30,8,5,TRUE,4.2
"9657",2194700,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19790447,31,8,5,FALSE,9.5
"9703",2194956,"Raleigh Police Department","Investigation","Black","Female",1,2002,19741754,39,8,7,TRUE,1
"9706",2194968,"Raleigh Police Department","Investigation","Black","Female",1,2002,19729159,29,8,7,FALSE,5.1
"9712",2194995,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766501,26,8,8,TRUE,2.7
"9715",2195006,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19790447,20,8,8,FALSE,6.7
"9747",2195133,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19767184,50,8,9,FALSE,10.8
"9753",2195168,"Raleigh Police Department","Investigation","White","Male",1,2002,19646072,30,8,9,FALSE,15.9
"9761",2195203,"Raleigh Police Department","Other Vehicle","White","Male",1,2002,19552992,20,8,9,FALSE,19.6
"9763",2195220,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19660950,38,8,10,FALSE,22.6
"9813",2195442,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19670128,45,8,11,TRUE,5
"9855",2195567,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19731439,42,8,12,TRUE,11.3
"9862",2195617,"Raleigh Police Department","Investigation","Other","Male",1,2002,19766093,21,8,12,TRUE,8.9
"9918",2195811,"Raleigh Police Department","Other Vehicle","White","Male",1,2002,19741754,26,8,13,TRUE,17.6
"9934",2195839,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19766093,26,8,13,TRUE,16.5
"9946",2195882,"Raleigh Police Department","Investigation","White","Male",1,2002,19746415,60,8,13,TRUE,2.1
"9964",2195934,"Raleigh Police Department","Vehicle Regulatory","Other","Male",1,2002,19752431,43,8,14,TRUE,5.7
"9983",2196002,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19786618,24,8,14,TRUE,23.8
"10008",2196085,"Raleigh Police Department","Investigation","White","Male",1,2002,19684688,23,8,15,TRUE,10.3
"10047",2196180,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19740760,23,8,16,FALSE,19.9
"10118",2196464,"Raleigh Police Department","Safe Movement","White","Male",1,2002,19692424,28,8,18,TRUE,16.5
"10175",2196682,"Raleigh Police Department","Vehicle Regulatory","White","Female",1,2002,19745877,34,8,20,FALSE,21.5
"10244",2196911,"Raleigh Police Department","Vehicle Regulatory","Other","Male",1,2002,19757479,23,8,21,TRUE,9.6
"10251",2196932,"Raleigh Police Department","Other Vehicle","White","Male",1,2002,19722042,47,8,22,TRUE,20
"10254",2196936,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19703197,23,8,22,TRUE,3.7
"10296",2197080,"Raleigh Police Department","Stop Light/Sign","White","Male",1,2002,19743851,35,8,23,FALSE,9.6
"10313",2197135,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19619819,28,8,23,TRUE,18.6
"10321",2197172,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2002,19766282,28,8,23,TRUE,14.4
"10327",2197188,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19684688,36,8,24,TRUE,22.2
"10330",2197193,"Raleigh Police Department","Investigation","White","Male",1,2002,19684688,57,8,24,TRUE,2.5
"10346",2197259,"Raleigh Police Department","Safe Movement","White","Male",1,2002,19786618,32,8,24,TRUE,16.6
"10373",2197354,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19778104,24,8,25,TRUE,10.8
"10396",2197441,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19766093,20,8,26,TRUE,22.9
"10399",2197446,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,29,8,26,TRUE,21.7
"10405",2197459,"Raleigh Police Department","Vehicle Equipment","White","Male",1,2002,19766093,31,8,26,TRUE,19.7
"10408",2197467,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19776330,35,8,26,TRUE,10.5
"10415",2197478,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19706188,20,8,26,TRUE,24.8
"10503",2198010,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19778926,26,8,29,FALSE,3.2
"10504",2198011,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2002,19735614,20,8,29,FALSE,0.2
"10507",2198025,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19660950,21,8,29,FALSE,23.9
"10509",2198031,"Raleigh Police Department","Vehicle Regulatory","Black","Female",1,2002,19791890,43,8,30,TRUE,4.6
"10541",2198176,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19670128,23,8,31,TRUE,12.5
"10542",2198177,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19767184,36,8,31,FALSE,21.3
"10546",2198189,"Raleigh Police Department","Investigation","Black","Female",1,2002,19745877,23,8,31,FALSE,18.6
"10549",2198195,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19766093,34,8,31,TRUE,17.5
"10559",2198229,"Raleigh Police Department","Safe Movement","Black","Male",1,2002,19670128,24,8,31,TRUE,19.2
"10622",2262802,"Raleigh Police Department","Safe Movement","White","Male",1,2002,19766501,42,9,2,TRUE,1.7
"10631",2262838,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19721506,23,9,2,TRUE,4.1
"10662",2263028,"Raleigh Police Department","Driving Impaired","Black","Male",1,2002,19741754,43,9,4,TRUE,18.5
"10807",2263831,"Raleigh Police Department","Investigation","Black","Male",1,2002,19778104,21,9,9,TRUE,4.6
"10808",2263833,"Raleigh Police Department","Vehicle Equipment","Other","Male",1,2002,19776330,24,9,9,TRUE,6.9
"10839",2263994,"Raleigh Police Department","Driving Impaired","Other","Male",1,2002,19778104,26,9,11,TRUE,16.6
"10875",2264097,"Raleigh Police Department","Speed Limit","White","Male",1,2002,19778104,26,9,12,TRUE,1.8
"10878",2264107,"Raleigh Police Department","Vehicle Equipment","White","Male",1,2002,19776330,45,9,12,TRUE,7.4
"10912",2264228,"Raleigh Police Department","Investigation","Black","Male",1,2002,19684688,43,9,13,TRUE,21.5
"11001",2264588,"Raleigh Police Department","Vehicle Regulatory","Other","Male",1,2002,19766093,18,9,17,TRUE,23.4
"11022",2264650,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19735614,19,9,17,FALSE,22.9
"11037",2264698,"Raleigh Police Department","Driving Impaired","Black","Male",1,2002,19698559,28,9,18,FALSE,7.4
"11038",2264700,"Raleigh Police Department","Driving Impaired","White","Female",1,2002,19703197,33,9,18,TRUE,19.6
"11043",2264713,"Raleigh Police Department","Speed Limit","White","Male",1,2002,19743851,27,9,18,FALSE,8.5
"11071",2264797,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19703795,27,9,18,TRUE,19.4
"11121",2264946,"Raleigh Police Department","Stop Light/Sign","Black","Male",1,2002,19757479,43,9,18,TRUE,22.8
"11132",2264972,"Raleigh Police Department","Driving Impaired","White","Female",1,2002,19703197,21,9,19,TRUE,1.3
"11150",2265064,"Raleigh Police Department","Driving Impaired","White","Male",1,2002,19757479,20,9,20,TRUE,22.1
"11234",2265485,"Raleigh Police Department","Speed Limit","White","Male",1,2002,19775679,31,9,23,TRUE,24.9
"11345",2265874,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19684688,31,9,26,TRUE,16.8
"11376",2266011,"Raleigh Police Department","Driving Impaired","Black","Male",1,2002,19697097,31,9,28,TRUE,11.2
"11385",2266043,"Raleigh Police Department","Investigation","Other","Male",1,2002,19766093,21,9,28,TRUE,6.7
"11388",2266050,"Raleigh Police Department","Safe Movement","Other","Male",1,2002,19735279,43,9,28,TRUE,8.5
"11405",2266130,"Raleigh Police Department","Speed Limit","Black","Male",1,2002,19780513,25,9,29,TRUE,16.6
"11415",2266164,"Raleigh Police Department","Vehicle Regulatory","Black","Female",1,2002,19687908,36,9,29,FALSE,17
"11421",2266179,"Raleigh Police Department","Speed Limit","White","Male",1,2002,19687908,47,9,29,FALSE,20.1
"11453",2266296,"Raleigh Police Department","Investigation","White","Male",1,2002,19745114,23,9,30,FALSE,10.5
"11636",2351884,"Raleigh Police Department","Investigation","Black","Male",1,2002,19741754,45,10,7,TRUE,14
"11657",2351935,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19766093,20,10,7,TRUE,22.8
"11661",2351955,"Raleigh Police Department","Investigation","White","Male",1,2002,19684688,36,10,8,TRUE,17.2
"11700",2352117,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766282,19,10,9,TRUE,0.2
"11701",2352118,"Raleigh Police Department","Driving Impaired","Other","Male",1,2002,19692424,48,10,9,TRUE,20.3
"11793",2352482,"Raleigh Police Department","Safe Movement","Black","Male",1,2002,19692424,19,10,11,TRUE,7.4
"11799",2352501,"Raleigh Police Department","Driving Impaired","Black","Male",1,2002,19731439,28,10,12,TRUE,1.6
"11800",2352502,"Raleigh Police Department","Safe Movement","Black","Male",1,2002,19735279,27,10,12,TRUE,12.4
"11956",2352965,"Raleigh Police Department","Investigation","Black","Male",1,2002,19698559,24,10,16,FALSE,12.6
"11962",2352979,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,32,10,16,TRUE,5.6
"11981",2353035,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,41,10,16,TRUE,21.5
"11985",2353040,"Raleigh Police Department","Investigation","Black","Male",1,2002,19766093,31,10,16,TRUE,14.8
"12029",2353247,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19684688,25,10,18,TRUE,21.4
"12039",2353287,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19766093,40,10,18,TRUE,6.2
"12093",2353467,"Raleigh Police Department","Other Vehicle","Black","Male",1,2002,19684688,22,10,20,TRUE,13.2
"12153",2353838,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19775679,29,10,24,TRUE,7.3
"12180",2353959,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2002,19780513,33,10,24,TRUE,8.8
"12207",2354061,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2002,19684688,25,10,25,TRUE,2.5
